"date","batted_balls","hard_hit","ground_balls","fly_balls","launch_speed_sum","launch_speed_n","launch_angle_sum","launch_angle_n","average_exit_velocity","average_launch_angle","hard_hit_rate","ground_ball_rate","fly_ball_rate","rolling_days","trend_method","source_through","generated_at_utc"
2026-07-18,7224,2724,3108,1899,631395.2,7201,91885,7202,87.6815997778086,12.7582615940017,0.377076411960133,0.430232558139535,0.262873754152824,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-19,7257,2772,3139,1890,635956.4,7240,92015,7242,87.8392817679558,12.7057442695388,0.381976023150062,0.432547884800882,0.260438197602315,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-20,7601,2905,3285,1990,666968,7583,97639,7585,87.9556903600158,12.8726433750824,0.382186554400737,0.432179976318905,0.261807656887252,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-21,7451,2863,3176,1997,654566.2,7438,97944,7440,88.0029846732993,13.1645161290323,0.384243725674406,0.426251509864448,0.268017715742853,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-22,7551,2947,3222,2027,663881.8,7539,99686,7541,88.0596630852898,13.2192016973876,0.390279433187657,0.426698450536353,0.268441266057476,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-23,7189,2784,3072,1921,631720.7,7179,95949,7181,87.9956400612899,13.3615095390614,0.387258311308944,0.427319515927111,0.267213798859368,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-24,7210,2778,3052,1933,632565.7,7197,97571,7202,87.8929692927609,13.5477645098584,0.385298196948682,0.423300970873786,0.268099861303745,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-25,7166,2732,3039,1894,627763.5,7153,96473,7157,87.7622675800364,13.4795305295515,0.381244766955066,0.424085961484789,0.264303656154061,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-26,7211,2750,3035,1920,630840.8,7198,99726,7202,87.6411225340372,13.84698694807,0.381361808348357,0.420884759395368,0.266259880737762,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-27,7792,2986,3280,2073,682450.1,7779,106959,7783,87.7297981745726,13.7426442245921,0.383213552361396,0.420944558521561,0.266042094455852,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-28,8585,3287,3627,2286,751452.9,8569,116668,8575,87.694351732991,13.6055976676385,0.382877111240536,0.422481071636575,0.266278392545137,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-29,9439,3600,3990,2522,825891.7,9421,128897,9428,87.6649718713512,13.6717225286381,0.381396334357453,0.422714270579511,0.267189320902638,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-30,9891,3761,4186,2643,865585.7,9873,134680,9880,87.6720044565988,13.6315789473684,0.380244666868871,0.423213021939137,0.267212617531089,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-31,9935,3784,4204,2648,870398.6,9917,135082,9924,87.7683371987496,13.611648528819,0.380875691997987,0.4231504781077,0.266532460996477,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-01,9975,3807,4261,2643,874130.4,9956,134453,9963,87.7993571715548,13.495232359731,0.381654135338346,0.427167919799499,0.264962406015038,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-02,9885,3777,4208,2632,865490.8,9864,133551,9872,87.7423763179238,13.5282617504052,0.382094081942337,0.425695498229641,0.266262013151239,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-03,9518,3633,4031,2536,833217.9,9497,128888,9505,87.7348531115089,13.5600210415571,0.381697835679765,0.423513343139315,0.266442529943265,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-04,9625,3687,4122,2527,843013.7,9602,127727,9610,87.7956363257655,13.2910509885536,0.383064935064935,0.42825974025974,0.262545454545455,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-05,9473,3595,4031,2513,829867.8,9451,127791,9460,87.8074066236377,13.5085623678647,0.379499630528872,0.425525176818326,0.26528027024174,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-06,9811,3730,4159,2616,860318.3,9789,133047,9799,87.8862294412095,13.5776099602,0.380185506064621,0.423911935582509,0.266639486290898,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-07,9815,3712,4175,2627,860613.2,9796,131819,9803,87.8535320538996,13.4468019993879,0.378196637799287,0.425369332654101,0.267651553744269,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-08,9838,3719,4172,2673,861884.4,9818,132323,9825,87.7861478916276,13.467989821883,0.378023988615572,0.424069932913194,0.271701565358813,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-09,9834,3700,4177,2657,861405.1,9815,132546,9822,87.7641467142129,13.494807574832,0.376245678259101,0.42475086434818,0.270185072198495,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-10,9770,3658,4141,2643,855320.9,9751,133065,9758,87.716223977028,13.6365033818405,0.374411463664278,0.423848515864893,0.270522006141249,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-11,9739,3645,4103,2657,853221.3,9721,135375,9726,87.7709392037856,13.9188772362739,0.374268405380429,0.421295820926173,0.272820618133279,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-12,9682,3643,4079,2638,848987.7,9663,133300,9668,87.8596398633965,13.7877534133223,0.376265234455691,0.421297252633753,0.27246436686635,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-13,9634,3643,4055,2619,844493,9611,132541,9617,87.8673395068151,13.7819486326297,0.378139921112726,0.420905127672825,0.271849698982769,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-14,9593,3606,4060,2599,839990.5,9569,131098,9575,87.782474657749,13.6916971279373,0.375899093088711,0.423225268424893,0.270926717398103,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-15,9556,3604,3989,2631,837428.3,9533,132697,9539,87.8452008811497,13.910996959849,0.377145249058183,0.417434072833822,0.275324403516116,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-08-16,9592,3584,3984,2661,839557.2,9569,134675,9573,87.7371930191242,14.0682126815001,0.373644703919933,0.41534612176814,0.277418682235196,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
