"pitch_type","pitch_name","pitches_rolling","date","all_pitches_rolling","usage_rate_rolling","season_usage_rate","rolling_days","trend_method","source_through","generated_at_utc"
"SI","Sinker",7050,2026-07-18,41684,0.169129642068899,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",5400,2026-07-18,41684,0.129546108818731,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",4686,2026-07-18,41684,0.112417234430477,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3510,2026-07-18,41684,0.0842049707321754,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3297,2026-07-18,41684,0.079095096439881,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",2531,2026-07-18,41684,0.0607187410037424,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1328,2026-07-18,41684,0.0318587467613473,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",676,2026-07-18,41684,0.016217253622493,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",139,2026-07-18,41684,0.00333461280107475,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",80,2026-07-18,41684,0.00191920161212935,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",59,2026-07-18,41684,0.0014154111889454,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",46,2026-07-18,41684,0.00110354092697438,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",24,2026-07-18,41684,0.000575760483638806,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",17,2026-07-18,41684,0.000407830342577488,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-07-18,41684,2.39900201516169e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",12965,2026-07-19,41923,0.309257448178804,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",6985,2026-07-19,41923,0.166614984614651,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",5402,2026-07-19,41923,0.12885528230327,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",4627,2026-07-19,41923,0.110369009851394,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3439,2026-07-19,41923,0.0820313431767765,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3372,2026-07-19,41923,0.0804331751067433,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",2540,2026-07-19,41923,0.0605872671326002,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1476,2026-07-19,41923,0.0352074040502827,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",724,2026-07-19,41923,0.0172697564582687,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",133,2026-07-19,41923,0.0031724828852897,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",117,2026-07-19,41923,0.00279083080886387,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",59,2026-07-19,41923,0.00140734203182024,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",46,2026-07-19,41923,0.00109724971972426,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",24,2026-07-19,41923,0.000572478114638742,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",13,2026-07-19,41923,0.000310092312095985,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-07-19,41923,2.38532547766143e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",13512,2026-07-20,43846,0.308169502349131,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",7287,2026-07-20,43846,0.166195319983579,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",5734,2026-07-20,43846,0.130775897459289,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",4902,2026-07-20,43846,0.111800392282078,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3590,2026-07-20,43846,0.0818774802718606,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3443,2026-07-20,43846,0.0785248369292524,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",2617,2026-07-20,43846,0.0596861743374538,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1518,2026-07-20,43846,0.0346211741093828,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",841,2026-07-20,43846,0.01918076905533,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",146,2026-07-20,43846,0.00332983624503946,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",99,2026-07-20,43846,0.00225790265930758,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",69,2026-07-20,43846,0.00157368973224467,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",46,2026-07-20,43846,0.00104912648816312,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",24,2026-07-20,43846,0.000547370341650322,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",17,2026-07-20,43846,0.000387720658668978,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-07-20,43846,2.28070975687634e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",13217,2026-07-21,42916,0.307973716096561,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",7087,2026-07-21,42916,0.16513654581042,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",5729,2026-07-21,42916,0.133493335818809,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",4832,2026-07-21,42916,0.112592040264703,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3471,2026-07-21,42916,0.0808789262745829,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3417,2026-07-21,42916,0.079620654301426,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",2531,2026-07-21,42916,0.058975673408519,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1505,2026-07-21,42916,0.0350685059185385,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",725,2026-07-21,42916,0.0168934663062727,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",141,2026-07-21,42916,0.00328548792990959,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",104,2026-07-21,42916,0.00242333861496878,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",90,2026-07-21,42916,0.00209711995526144,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",26,2026-07-21,42916,0.000605834653742194,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",24,2026-07-21,42916,0.000559231988069718,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",16,2026-07-21,42916,0.000372821325379812,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-07-21,42916,2.33013328362382e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",13207,2026-07-22,43389,0.304385904261449,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",7260,2026-07-22,43389,0.167323515176658,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",5682,2026-07-22,43389,0.130954850307682,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",4895,2026-07-22,43389,0.112816612505474,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3571,2026-07-22,43389,0.0823019659360667,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3437,2026-07-22,43389,0.079213625573302,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",2610,2026-07-22,43389,0.0601534951254926,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1545,2026-07-22,43389,0.0356081034363548,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",783,2026-07-22,43389,0.0180460485376478,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",129,2026-07-22,43389,0.00297310378206458,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",110,2026-07-22,43389,0.0025352047754039,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",87,2026-07-22,43389,0.00200511650418309,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",26,2026-07-22,43389,0.000599230219640923,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",24,2026-07-22,43389,0.000553135587360852,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",22,2026-07-22,43389,0.000507040955080781,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-07-22,43389,2.30473161400355e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",12540,2026-07-23,41170,0.304590721399077,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",6822,2026-07-23,41170,0.165703181928589,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",5378,2026-07-23,41170,0.130629098858392,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",4577,2026-07-23,41170,0.111173184357542,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3447,2026-07-23,41170,0.0837260140879281,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3257,2026-07-23,41170,0.0791110031576391,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",2476,2026-07-23,41170,0.0601408792810299,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1494,2026-07-23,41170,0.0362885596307991,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",774,2026-07-23,41170,0.0188000971581248,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",129,2026-07-23,41170,0.00313334952635414,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",105,2026-07-23,41170,0.002550400777265,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",87,2026-07-23,41170,0.00211318921544814,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",37,2026-07-23,41170,0.000898712654845761,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",24,2026-07-23,41170,0.000582948749089143,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",22,2026-07-23,41170,0.000534369686665047,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-07-23,41170,2.42895312120476e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",12748,2026-07-24,41573,0.306641329709186,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",6758,2026-07-24,41573,0.162557429100618,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",5467,2026-07-24,41573,0.13150362013807,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",4662,2026-07-24,41573,0.112140090924398,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3541,2026-07-24,41573,0.0851754744666009,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3282,2026-07-24,41573,0.0789454694152455,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",2556,2026-07-24,41573,0.0614822120126043,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1538,2026-07-24,41573,0.036995165131215,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",650,2026-07-24,41573,0.015635147812282,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",121,2026-07-24,41573,0.00291054290044019,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",105,2026-07-24,41573,0.00252567772352248,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",64,2026-07-24,41573,0.00153946070767084,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",37,2026-07-24,41573,0.000890000721622207,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",22,2026-07-24,41573,0.000529189618261853,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",21,2026-07-24,41573,0.000505135544704496,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-07-24,41573,2.40540735573569e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",12625,2026-07-25,41159,0.306737287106101,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",6672,2026-07-25,41159,0.162103063728468,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",5393,2026-07-25,41159,0.13102845064263,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",4652,2026-07-25,41159,0.113025097791492,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3517,2026-07-25,41159,0.0854491119803688,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3263,2026-07-25,41159,0.0792779222041352,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",2374,2026-07-25,41159,0.0576787579873175,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1582,2026-07-25,41159,0.0384363079763843,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",693,2026-07-25,41159,0.0168371437595666,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",138,2026-07-25,41159,0.00335285113826867,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",116,2026-07-25,41159,0.00281833863796497,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",67,2026-07-25,41159,0.00162783352365218,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",26,2026-07-25,41159,0.000631696591268009,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",21,2026-07-25,41159,0.000510216477562623,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",19,2026-07-25,41159,0.000461624432080468,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-07-25,41159,2.42960227410773e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",12721,2026-07-26,41253,0.308365452209536,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",6646,2026-07-26,41253,0.161103434901704,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",5544,2026-07-26,41253,0.13439022616537,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",4639,2026-07-26,41253,0.112452427702228,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3417,2026-07-26,41253,0.0828303396116646,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3212,2026-07-26,41253,0.0778610040481904,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",2450,2026-07-26,41253,0.0593896201488377,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1531,2026-07-26,41253,0.0371124524277022,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",683,2026-07-26,41253,0.0165563716578188,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",152,2026-07-26,41253,0.00368458051535646,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",126,2026-07-26,41253,0.00305432332194022,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",67,2026-07-26,41253,0.00162412430611107,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",26,2026-07-26,41253,0.000630257193416236,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",21,2026-07-26,41253,0.000509053886990037,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",17,2026-07-26,41253,0.000412091241849078,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-07-26,41253,2.42406612852399e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",13646,2026-07-27,44519,0.306520811338979,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",7256,2026-07-27,44519,0.162986589995283,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",5916,2026-07-27,44519,0.132887081920079,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5033,2026-07-27,44519,0.113052853837687,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3713,2026-07-27,44519,0.0834025921516656,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3544,2026-07-27,44519,0.0796064601630764,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",2655,2026-07-27,44519,0.05963745816393,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1625,2026-07-27,44519,0.0365012691210494,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",704,2026-07-27,44519,0.0158134728992116,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",158,2026-07-27,44519,0.00354904647453896,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",126,2026-07-27,44519,0.00283025225184753,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",77,2026-07-27,44519,0.00172959859835127,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",26,2026-07-27,44519,0.000584020305936791,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",22,2026-07-27,44519,0.000494171028100362,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
