"pitch_type","pitch_name","pitches_rolling","date","all_pitches_rolling","usage_rate_rolling","season_usage_rate","rolling_days","trend_method","source_through","generated_at_utc"
"SL","Slider",7048,2026-05-13,53990,0.130542693091313,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6225,2026-05-13,53990,0.11529912946842,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4681,2026-05-13,53990,0.0867012409705501,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4025,2026-05-13,53990,0.0745508427486572,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3463,2026-05-13,53990,0.0641415076866086,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1619,2026-05-13,53990,0.0299870346360437,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",829,2026-05-13,53990,0.015354695313947,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",265,2026-05-13,53990,0.00490831635488053,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",103,2026-05-13,53990,0.00190776069642526,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",34,2026-05-13,53990,0.000629746249305427,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",26,2026-05-13,53990,0.000481570661233562,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",20,2026-05-13,53990,0.000370438970179663,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",11,2026-05-13,53990,0.000203741433598815,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-05-13,53990,1.85219485089831e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16310,2026-05-14,53911,0.302535660625846,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9300,2026-05-14,53911,0.172506538554284,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7121,2026-05-14,53911,0.132088071080114,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6177,2026-05-14,53911,0.114577729962345,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4641,2026-05-14,53911,0.0860863274656378,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4050,2026-05-14,53911,0.0751238151768656,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3439,2026-05-14,53911,0.0637903210847508,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1566,2026-05-14,53911,0.0290478752017214,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",831,2026-05-14,53911,0.0154142939288828,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",273,2026-05-14,53911,0.00506390161562575,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",84,2026-05-14,53911,0.00155812357403869,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",47,2026-05-14,53911,0.000871807237854983,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",39,2026-05-14,53911,0.000723414516517965,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",20,2026-05-14,53911,0.000370981803342546,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",12,2026-05-14,53911,0.000222589082005528,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-05-14,53911,1.85490901671273e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16187,2026-05-15,53736,0.301231948786661,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9284,2026-05-15,53736,0.172770582105106,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7034,2026-05-15,53736,0.130899210957273,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6078,2026-05-15,53736,0.113108530594015,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4629,2026-05-15,53736,0.0861433675748102,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4173,2026-05-15,53736,0.0776574363555158,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3415,2026-05-15,53736,0.0635514366532678,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1613,2026-05-15,53736,0.0300171207384249,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",874,2026-05-15,53736,0.0162647015036475,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",257,2026-05-15,53736,0.00478264105999702,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",80,2026-05-15,53736,0.00148875986303409,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",47,2026-05-15,53736,0.000874646419532529,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",32,2026-05-15,53736,0.000595503945213637,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",20,2026-05-15,53736,0.000372189965758523,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",12,2026-05-15,53736,0.000223313979455114,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-05-15,53736,1.86094982879262e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16093,2026-05-16,53715,0.299599739365168,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9251,2026-05-16,53715,0.172223773620032,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7091,2026-05-16,53715,0.132011542399702,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6216,2026-05-16,53715,0.115721865400726,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4495,2026-05-16,53715,0.0836823978404543,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4289,2026-05-16,53715,0.0798473424555525,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3415,2026-05-16,53715,0.0635762822302895,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1574,2026-05-16,53715,0.0293028018244438,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",905,2026-05-16,53715,0.0168481802103695,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",231,2026-05-16,53715,0.00430047472772968,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",61,2026-05-16,53715,0.00113562319650005,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",46,2026-05-16,53715,0.000856371590803314,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",29,2026-05-16,53715,0.00053988643768035,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",11,2026-05-16,53715,0.000204784510844271,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",7,2026-05-16,53715,0.000130317415991809,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-05-16,53715,1.86167737131155e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16182,2026-05-17,53941,0.299994438367846,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9424,2026-05-17,53941,0.174709404719972,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7036,2026-05-17,53941,0.130438812776923,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6155,2026-05-17,53941,0.114106153019039,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4518,2026-05-17,53941,0.0837581802339593,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4268,2026-05-17,53941,0.0791234867725849,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3320,2026-05-17,53941,0.0615487291670529,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1675,2026-05-17,53941,0.0310524461912089,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",913,2026-05-17,53941,0.0169259005209395,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",266,2026-05-17,53941,0.00493131384290243,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",64,2026-05-17,53941,0.00118648152611186,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",61,2026-05-17,53941,0.00113086520457537,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",29,2026-05-17,53941,0.000537624441519438,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",22,2026-05-17,53941,0.000407853024600953,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",7,2026-05-17,53941,0.000129771416918485,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-05-17,53941,1.85387738454979e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16426,2026-05-18,54789,0.299804705324061,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9587,2026-05-18,54789,0.174980379273212,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7165,2026-05-18,54789,0.130774425523371,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6283,2026-05-18,54789,0.114676303637591,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4668,2026-05-18,54789,0.0851995838580737,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4278,2026-05-18,54789,0.0780813666976948,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3359,2026-05-18,54789,0.0613079267736224,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1704,2026-05-18,54789,0.031101133439194,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",847,2026-05-18,54789,0.0154593075252332,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",265,2026-05-18,54789,0.0048367373012831,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",75,2026-05-18,54789,0.00136888791545748,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",71,2026-05-18,54789,0.00129588055996642,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",29,2026-05-18,54789,0.000529303327310227,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",22,2026-05-18,54789,0.000401540455200861,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",9,2026-05-18,54789,0.000164266549854898,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-05-18,54789,1.82518388727664e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16728,2026-05-19,55456,0.301644547028275,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9571,2026-05-19,55456,0.172587276399308,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7458,2026-05-19,55456,0.13448499711483,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6351,2026-05-19,55456,0.114523225620312,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4629,2026-05-19,55456,0.0834715810732833,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4315,2026-05-19,55456,0.0778094345066359,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3433,2026-05-19,55456,0.0619049336410848,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1630,2026-05-19,55456,0.0293926716676284,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",864,2026-05-19,55456,0.0155799192152337,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",258,2026-05-19,55456,0.00465233698788228,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",80,2026-05-19,55456,0.00144258511252164,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",78,2026-05-19,55456,0.0014065204847086,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KN","Knuckle Ball",29,2026-05-19,55456,0.000522937103289094,0.00037615498298389,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",22,2026-05-19,55456,0.000396710905943451,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",9,2026-05-19,55456,0.000162290825158684,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-05-19,55456,1.80323139065205e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16847,2026-05-20,55395,0.304124921021753,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9482,2026-05-20,55395,0.171170683274664,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
