"story_id","category","subject","team","headline","evidence","source_score","confidence","destination","story_score","story_score_method","category_rank","daily_shortlist","queue_rank"
"pitch_identity_622491_CH","pitch_identity","Luis Castillo","Seattle Mariners","Luis Castillo's Changeup: 87.4 mph, 19.5% whiffs","Pitch quality score 37.6.",37.6,0.429,"pitch-lab.html",38.6,"cross_product_editorial_queue_v1",878,FALSE,2076
"pitch_identity_678020_FF","pitch_identity","Seth Halvorsen","Colorado Rockies","Seth Halvorsen's Four-Seam Fastball: 98.8 mph, 14.6% whiffs","Pitch quality score 36.4.",36.4,0.487,"pitch-lab.html",38.6,"cross_product_editorial_queue_v1",879,FALSE,2077
"pitcher_form_664875","pitcher_form","Justin Lawrence","Minnesota Twins","Justin Lawrence is changing the contact-quality conversation","Recent OPS allowed 1.132; change +0.313.",42.6,0.206,"today.html",38.6,"cross_product_editorial_queue_v1",213,FALSE,2078
"pitcher_form_607259","pitcher_form","Nick Martinez","Tampa Bay Rays","Nick Martinez is changing the contact-quality conversation","Recent OPS allowed 0.877; change +0.237.",39.9,0.329,"today.html",38.6,"cross_product_editorial_queue_v1",214,FALSE,2079
"hitter_form_682928","hitter_form","CJ Abrams","Washington Nationals","CJ Abrams is changing the recent-performance baseline","Recent OPS 0.698; change -0.227.",39.9,0.32,"today.html",38.5,"cross_product_editorial_queue_v1",193,FALSE,2080
"offensive_race_677588","offensive_race","Jos<U+00E9> Tena","Washington Nationals","Jos<U+00E9> Tena is building one of baseball's strongest offensive cases","OPS 0.635; race score 34.2.",34.2,0.58,"races.html",38.5,"cross_product_editorial_queue_v1",257,FALSE,2081
"offensive_race_694728","offensive_race","Brice Matthews","Houston Astros","Brice Matthews is building one of baseball's strongest offensive cases","OPS 0.636; race score 32.8.",32.8,0.642,"races.html",38.5,"cross_product_editorial_queue_v1",258,FALSE,2082
"pitch_identity_837227_FF","pitch_identity","Tatsuya Imai","Houston Astros","Tatsuya Imai's Four-Seam Fastball: 94.8 mph, 18.1% whiffs","Pitch quality score 33.8.",33.8,0.597,"pitch-lab.html",38.5,"cross_product_editorial_queue_v1",880,FALSE,2083
"pitch_identity_677960_FF","pitch_identity","Ryan Weathers","New York Yankees","Ryan Weathers's Four-Seam Fastball: 95.8 mph, 17.6% whiffs","Pitch quality score 33.1.",33.1,0.632,"pitch-lab.html",38.5,"cross_product_editorial_queue_v1",881,FALSE,2084
"hitter_form_678662","hitter_form","Ezequiel Tovar","Colorado Rockies","Ezequiel Tovar is changing the recent-performance baseline","Recent OPS 0.578; change -0.025.",40.5,0.291,"today.html",38.4,"cross_product_editorial_queue_v1",194,FALSE,2085
"offensive_race_666152","offensive_race","David Hamilton","Milwaukee Brewers","David Hamilton is building one of baseball's strongest offensive cases","OPS 0.635; race score 32.3.",32.3,0.664,"races.html",38.4,"cross_product_editorial_queue_v1",259,FALSE,2086
"pitch_identity_689147_SI","pitch_identity","Orion Kerkering","Philadelphia Phillies","Orion Kerkering's Sinker: 96.4 mph, 6.5% whiffs","Pitch quality score 39.5.",39.5,0.336,"pitch-lab.html",38.4,"cross_product_editorial_queue_v1",882,FALSE,2087
"pitch_identity_682052_FF","pitch_identity","Jacob Lopez","Athletics","Jacob Lopez's Four-Seam Fastball: 90.6 mph, 12.6% whiffs","Pitch quality score 33.1.",33.1,0.623,"pitch-lab.html",38.4,"cross_product_editorial_queue_v1",883,FALSE,2088
"milestone_606466","milestone","Ketel Marte","Arizona Diamondbacks","Ketel Marte is 18 home runs from 200","Career estimate   182.",30.3,0.75,"history.html",38.3,"cross_product_editorial_queue_v1",49,FALSE,2089
"pitch_identity_670245_FC","pitch_identity","Ryan Watson","Boston Red Sox","Ryan Watson's Cutter: 90.1 mph, 13.1% whiffs","Pitch quality score 37.4.",37.4,0.425,"pitch-lab.html",38.3,"cross_product_editorial_queue_v1",884,FALSE,2090
"pitch_identity_669062_SI","pitch_identity","Erik Miller","San Francisco Giants","Erik Miller's Sinker: 96.9 mph, 13.2% whiffs","Pitch quality score 36.0.",36,0.49,"pitch-lab.html",38.3,"cross_product_editorial_queue_v1",885,FALSE,2091
"pitch_identity_682052_FC","pitch_identity","Jacob Lopez","Athletics","Jacob Lopez's Cutter: 86.4 mph, 20.9% whiffs","Pitch quality score 35.9.",35.9,0.491,"pitch-lab.html",38.3,"cross_product_editorial_queue_v1",886,FALSE,2092
"pitch_identity_695076_FF","pitch_identity","Rhett Lowder","Cincinnati Reds","Rhett Lowder's Four-Seam Fastball: 93.1 mph, 11.7% whiffs","Pitch quality score 35.8.",35.8,0.496,"pitch-lab.html",38.3,"cross_product_editorial_queue_v1",887,FALSE,2093
"hitter_form_656555","hitter_form","Rhys Hoskins","Cleveland Guardians","Rhys Hoskins is changing the recent-performance baseline","Recent OPS 0.578; change -0.155.",41.3,0.242,"today.html",38.2,"cross_product_editorial_queue_v1",195,FALSE,2094
"pitch_identity_681799_FC","pitch_identity","Ethan Roberts","Chicago Cubs","Ethan Roberts's Cutter: 92.9 mph, 19.7% whiffs","Pitch quality score 36.8.",36.8,0.446,"pitch-lab.html",38.2,"cross_product_editorial_queue_v1",888,FALSE,2095
"pitch_identity_657756_FF","pitch_identity","Connor Seabold","Toronto Blue Jays","Connor Seabold's Four-Seam Fastball: 93.5 mph, 14.6% whiffs","Pitch quality score 36.3.",36.3,0.467,"pitch-lab.html",38.2,"cross_product_editorial_queue_v1",889,FALSE,2096
"pitch_identity_677952_SI","pitch_identity","Braxton Ashcraft","Pittsburgh Pirates","Braxton Ashcraft's Sinker: 96.7 mph, 17.0% whiffs","Pitch quality score 36.1.",36.1,0.479,"pitch-lab.html",38.2,"cross_product_editorial_queue_v1",890,FALSE,2097
"pitch_identity_678906_FF","pitch_identity","Kai-Wei Teng","Houston Astros","Kai-Wei Teng's Four-Seam Fastball: 93.9 mph, 16.5% whiffs","Pitch quality score 35.2.",35.2,0.517,"pitch-lab.html",38.2,"cross_product_editorial_queue_v1",891,FALSE,2098
"pitcher_form_664199","pitcher_form","Taylor Clarke","Arizona Diamondbacks","Taylor Clarke is changing the contact-quality conversation","Recent OPS allowed 0.683; change +0.232.",42.3,0.194,"today.html",38.2,"cross_product_editorial_queue_v1",215,FALSE,2099
"pitcher_form_678394","pitcher_form","Brayan Bello","Boston Red Sox","Brayan Bello is changing the contact-quality conversation","Recent OPS allowed 0.899; change +0.054.",42.1,0.206,"today.html",38.2,"cross_product_editorial_queue_v1",216,FALSE,2100
"pitcher_form_694738","pitcher_form","Landen Roupp","San Francisco Giants","Landen Roupp is changing the contact-quality conversation","Recent OPS allowed 0.894; change +0.283.",37.9,0.394,"today.html",38.2,"cross_product_editorial_queue_v1",217,FALSE,2101
"run_prevention_571927","run_prevention","Steven Matz","Tampa Bay Rays","Steven Matz is suppressing offense at an elite rate","OPS allowed 0.807; race score 31.8.",31.8,0.671,"races.html",38.2,"cross_product_editorial_queue_v1",317,FALSE,2102
"pitch_identity_607192_FF","pitch_identity","Tyler Glasnow","Los Angeles Dodgers","Tyler Glasnow's Four-Seam Fastball: 95.3 mph, 10.6% whiffs","Pitch quality score 36.2.",36.2,0.465,"pitch-lab.html",38.1,"cross_product_editorial_queue_v1",892,FALSE,2103
"pitcher_form_677960","pitcher_form","Ryan Weathers","New York Yankees","Ryan Weathers is changing the contact-quality conversation","Recent OPS allowed 0.907; change +0.231.",39.6,0.315,"today.html",38.1,"cross_product_editorial_queue_v1",218,FALSE,2104
"pitcher_form_693433","pitcher_form","Bryan Woo","Seattle Mariners","Bryan Woo is changing the contact-quality conversation","Recent OPS allowed 0.902; change +0.332.",39.1,0.333,"today.html",38.1,"cross_product_editorial_queue_v1",219,FALSE,2105
"hitter_form_672724","hitter_form","Oswald Peraza","Los Angeles Angels","Oswald Peraza is changing the recent-performance baseline","Recent OPS 0.489; change -0.316.",39.5,0.31,"today.html",38,"cross_product_editorial_queue_v1",196,FALSE,2106
"milestone_572233","milestone","Christian Walker","Houston Astros","Christian Walker is 74 hits from 1,000","Career estimate   926.",29.9,0.75,"history.html",38,"cross_product_editorial_queue_v1",50,FALSE,2107
"pitch_identity_669923_SI","pitch_identity","George Kirby","Seattle Mariners","George Kirby's Sinker: 96.9 mph, 13.7% whiffs","Pitch quality score 34.0.",34,0.565,"pitch-lab.html",38,"cross_product_editorial_queue_v1",893,FALSE,2108
"pitch_identity_676755_FF","pitch_identity","Isaac Mattson","Pittsburgh Pirates","Isaac Mattson's Four-Seam Fastball: 93.8 mph, 15.3% whiffs","Pitch quality score 33.2.",33.2,0.6,"pitch-lab.html",38,"cross_product_editorial_queue_v1",894,FALSE,2109
"pitch_identity_669302_FF","pitch_identity","Logan Gilbert","Seattle Mariners","Logan Gilbert's Four-Seam Fastball: 95.5 mph, 16.7% whiffs","Pitch quality score 31.3.",31.3,0.683,"pitch-lab.html",38,"cross_product_editorial_queue_v1",895,FALSE,2110
"pitcher_form_669373","pitcher_form","Tarik Skubal","Detroit Tigers","Tarik Skubal is changing the contact-quality conversation","Recent OPS allowed 0.850; change +0.268.",42.5,0.174,"today.html",38,"cross_product_editorial_queue_v1",220,FALSE,2111
"pitcher_form_663992","pitcher_form","Richard Lovelady","Washington Nationals","Richard Lovelady is changing the contact-quality conversation","Recent OPS allowed 1.030; change +0.262.",41.8,0.206,"today.html",38,"cross_product_editorial_queue_v1",221,FALSE,2112
"run_prevention_607200","run_prevention","Erick Fedde","Chicago White Sox","Erick Fedde is suppressing offense at an elite rate","OPS allowed 0.796; race score 30.0.",30,0.743,"races.html",38,"cross_product_editorial_queue_v1",318,FALSE,2113
"run_prevention_607067","run_prevention","Colin Rea","Chicago Cubs","Colin Rea is suppressing offense at an elite rate","OPS allowed 0.795; race score 29.5.",29.5,0.766,"races.html",38,"cross_product_editorial_queue_v1",319,FALSE,2114
"hitter_form_573262","hitter_form","Mike Yastrzemski","Atlanta Braves","Mike Yastrzemski is changing the recent-performance baseline","Recent OPS 0.437; change -0.285.",40.7,0.254,"today.html",37.9,"cross_product_editorial_queue_v1",197,FALSE,2115
"milestone_624413","milestone","Pete Alonso","Baltimore Orioles","Pete Alonso is 20 home runs from 300","Career estimate   280.",29.8,0.75,"history.html",37.9,"cross_product_editorial_queue_v1",51,FALSE,2116
"pitch_identity_668909_FC","pitch_identity","Gavin Williams","Cleveland Guardians","Gavin Williams's Cutter: 92.2 mph, 22.4% whiffs","Pitch quality score 38.0.",38,0.377,"pitch-lab.html",37.9,"cross_product_editorial_queue_v1",896,FALSE,2117
"pitch_identity_571948_SI","pitch_identity","Hoby Milner","Chicago Cubs","Hoby Milner's Sinker: 86.9 mph, 15.6% whiffs","Pitch quality score 35.1.",35.1,0.506,"pitch-lab.html",37.9,"cross_product_editorial_queue_v1",897,FALSE,2118
"pitch_identity_676083_SL","pitch_identity","Janson Junk","Miami Marlins","Janson Junk's Slider: 86.4 mph, 13.8% whiffs","Pitch quality score 34.7.",34.7,0.523,"pitch-lab.html",37.9,"cross_product_editorial_queue_v1",898,FALSE,2119
"pitch_identity_676962_FF","pitch_identity","Ben Brown","Chicago Cubs","Ben Brown's Four-Seam Fastball: 96.5 mph, 13.8% whiffs","Pitch quality score 32.3.",32.3,0.632,"pitch-lab.html",37.9,"cross_product_editorial_queue_v1",899,FALSE,2120
"pitcher_form_544150","pitcher_form","Albert Su<U+00E1>rez","Baltimore Orioles","Albert Su<U+00E1>rez is changing the contact-quality conversation","Recent OPS allowed 1.160; change +0.517.",39.2,0.32,"today.html",37.9,"cross_product_editorial_queue_v1",222,FALSE,2121
"run_prevention_656234","run_prevention","Jake Bird","New York Yankees","Jake Bird is suppressing offense at an elite rate","OPS allowed 0.827; race score 35.6.",35.6,0.485,"races.html",37.9,"cross_product_editorial_queue_v1",320,FALSE,2122
"hitter_form_607208","hitter_form","Trea Turner","Philadelphia Phillies","Trea Turner is changing the recent-performance baseline","Recent OPS 0.485; change -0.137.",38.5,0.346,"today.html",37.8,"cross_product_editorial_queue_v1",198,FALSE,2123
"offensive_race_605170","offensive_race","Victor Caratini","Minnesota Twins","Victor Caratini is building one of baseball's strongest offensive cases","OPS 0.630; race score 31.6.",31.6,0.662,"races.html",37.8,"cross_product_editorial_queue_v1",260,FALSE,2124
"pitch_identity_663855_SI","pitch_identity","Jordan Hicks","Chicago White Sox","Jordan Hicks's Sinker: 98.4 mph, 6.3% whiffs","Pitch quality score 35.3.",35.3,0.494,"pitch-lab.html",37.8,"cross_product_editorial_queue_v1",900,FALSE,2125
"pitch_identity_593974_SI","pitch_identity","Wandy Peralta","San Diego Padres","Wandy Peralta's Sinker: 95.9 mph, 13.4% whiffs","Pitch quality score 35.0.",35,0.506,"pitch-lab.html",37.8,"cross_product_editorial_queue_v1",901,FALSE,2126
"pitch_identity_700241_SI","pitch_identity","Michael McGreevy","St. Louis Cardinals","Michael McGreevy's Sinker: 90.3 mph, 10.0% whiffs","Pitch quality score 34.5.",34.5,0.526,"pitch-lab.html",37.8,"cross_product_editorial_queue_v1",902,FALSE,2127
"pitch_identity_663947_SI","pitch_identity","Tyler Holton","Detroit Tigers","Tyler Holton's Sinker: 91.0 mph, 16.0% whiffs","Pitch quality score 38.5.",38.5,0.34,"pitch-lab.html",37.7,"cross_product_editorial_queue_v1",903,FALSE,2128
"hitter_form_810938","hitter_form","Ben Williamson","Tampa Bay Rays","Ben Williamson is changing the recent-performance baseline","Recent OPS 0.583; change -0.098.",40.6,0.242,"today.html",37.6,"cross_product_editorial_queue_v1",199,FALSE,2129
"hitter_form_701398","hitter_form","Sal Stewart","Cincinnati Reds","Sal Stewart is changing the recent-performance baseline","Recent OPS 0.577; change -0.247.",38.3,0.342,"today.html",37.6,"cross_product_editorial_queue_v1",200,FALSE,2130
"offensive_race_808975","offensive_race","Hyeseong Kim","Los Angeles Dodgers","Hyeseong Kim is building one of baseball's strongest offensive cases","OPS 0.651; race score 33.4.",33.4,0.567,"races.html",37.6,"cross_product_editorial_queue_v1",261,FALSE,2131
"offensive_race_687551","offensive_race","Drew Gilbert","San Francisco Giants","Drew Gilbert is building one of baseball's strongest offensive cases","OPS 0.670; race score 32.5.",32.5,0.609,"races.html",37.6,"cross_product_editorial_queue_v1",262,FALSE,2132
"offensive_race_691026","offensive_race","Masyn Winn","St. Louis Cardinals","Masyn Winn is building one of baseball's strongest offensive cases","OPS 0.618; race score 30.0.",30,0.725,"races.html",37.6,"cross_product_editorial_queue_v1",263,FALSE,2133
"pitch_identity_666808_FC","pitch_identity","Camilo Doval","New York Yankees","Camilo Doval's Cutter: 98.4 mph, 18.2% whiffs","Pitch quality score 37.1.",37.1,0.398,"pitch-lab.html",37.6,"cross_product_editorial_queue_v1",904,FALSE,2134
"pitch_identity_615698_FC","pitch_identity","Cal Quantrill","Texas Rangers","Cal Quantrill's Cutter: 88.1 mph, 13.8% whiffs","Pitch quality score 36.9.",36.9,0.407,"pitch-lab.html",37.6,"cross_product_editorial_queue_v1",905,FALSE,2135
"pitch_identity_646241_FF","pitch_identity","Enmanuel De Jesus","Detroit Tigers","Enmanuel De Jesus's Four-Seam Fastball: 94.0 mph, 20.5% whiffs","Pitch quality score 35.7.",35.7,0.465,"pitch-lab.html",37.6,"cross_product_editorial_queue_v1",906,FALSE,2136
"pitch_identity_605135_FC","pitch_identity","Chris Bassitt","Baltimore Orioles","Chris Bassitt's Cutter: 89.5 mph, 18.5% whiffs","Pitch quality score 34.8.",34.8,0.501,"pitch-lab.html",37.6,"cross_product_editorial_queue_v1",907,FALSE,2137
"pitcher_form_681895","pitcher_form","Evan Sisk","Pittsburgh Pirates","Evan Sisk is changing the contact-quality conversation","Recent OPS allowed 0.841; change +0.269.",41.7,0.187,"today.html",37.6,"cross_product_editorial_queue_v1",223,FALSE,2138
"team_Los Angeles Angels","team","Los Angeles Angels","Los Angeles Angels","Los Angeles Angels has a new league-wide reporting lead","Los Angeles Angels ranks 23rd in offensive quality and 15th in run prevention, with a mixed bullpen and 2 surge signals.",37.6,0.376,"teams.html",37.6,"cross_product_editorial_queue_v1",23,FALSE,2139
"milestone_547180","milestone","Bryce Harper","Philadelphia Phillies","Bryce Harper is 22 home runs from 400","Career estimate   378.",29.3,0.75,"history.html",37.5,"cross_product_editorial_queue_v1",52,FALSE,2140
"pitcher_form_689254","pitcher_form","Mason Fluharty","Toronto Blue Jays","Mason Fluharty is changing the contact-quality conversation","Recent OPS allowed 0.898; change +0.263.",40.9,0.219,"today.html",37.5,"cross_product_editorial_queue_v1",224,FALSE,2141
"pitch_identity_687075_SI","pitch_identity","Brandon Sproat","Milwaukee Brewers","Brandon Sproat's Sinker: 96.2 mph, 13.4% whiffs","Pitch quality score 33.0.",33,0.573,"pitch-lab.html",37.4,"cross_product_editorial_queue_v1",908,FALSE,2142
"pitcher_form_625643","pitcher_form","Reynaldo L<U+00F3>pez","Atlanta Braves","Reynaldo L<U+00F3>pez is changing the contact-quality conversation","Recent OPS allowed 0.938; change +0.199.",42,0.167,"today.html",37.4,"cross_product_editorial_queue_v1",225,FALSE,2143
"pitcher_form_681799","pitcher_form","Ethan Roberts","Chicago Cubs","Ethan Roberts is changing the contact-quality conversation","Recent OPS allowed 0.878; change +0.371.",41.1,0.206,"today.html",37.4,"cross_product_editorial_queue_v1",226,FALSE,2144
"run_prevention_664991","run_prevention","Grant Wolfram","Baltimore Orioles","Grant Wolfram is suppressing offense at an elite rate","OPS allowed 0.812; race score 35.5.",35.5,0.462,"races.html",37.4,"cross_product_editorial_queue_v1",321,FALSE,2145
"run_prevention_688158","run_prevention","David Morgan","San Diego Padres","David Morgan is suppressing offense at an elite rate","OPS allowed 0.865; race score 35.4.",35.4,0.465,"races.html",37.4,"cross_product_editorial_queue_v1",322,FALSE,2146
"run_prevention_672335","run_prevention","Cionel P<U+00E9>rez","New York Mets","Cionel P<U+00E9>rez is suppressing offense at an elite rate","OPS allowed 0.709; race score 34.6.",34.6,0.502,"races.html",37.4,"cross_product_editorial_queue_v1",323,FALSE,2147
"hitter_form_683357","hitter_form","Owen Caissie","Miami Marlins","Owen Caissie is changing the recent-performance baseline","Recent OPS 0.424; change -0.266.",40.3,0.237,"today.html",37.3,"cross_product_editorial_queue_v1",201,FALSE,2148
"offensive_race_694497","offensive_race","Evan Carter","Texas Rangers","Evan Carter is building one of baseball's strongest offensive cases","OPS 0.613; race score 30.2.",30.2,0.696,"races.html",37.3,"cross_product_editorial_queue_v1",264,FALSE,2149
"pitcher_form_694477","pitcher_form","Chad Patrick","Milwaukee Brewers","Chad Patrick is changing the contact-quality conversation","Recent OPS allowed 1.055; change +0.409.",39.5,0.275,"today.html",37.3,"cross_product_editorial_queue_v1",227,FALSE,2150
"run_prevention_621121","run_prevention","Lance McCullers Jr.","Houston Astros","Lance McCullers Jr. is suppressing offense at an elite rate","OPS allowed 0.822; race score 31.6.",31.6,0.634,"races.html",37.3,"cross_product_editorial_queue_v1",324,FALSE,2151
"hitter_form_690993","hitter_form","Colt Keith","Detroit Tigers","Colt Keith is changing the recent-performance baseline","Recent OPS 0.461; change -0.204.",40.2,0.237,"today.html",37.2,"cross_product_editorial_queue_v1",202,FALSE,2152
"pitch_identity_669022_FC","pitch_identity","MacKenzie Gore","Texas Rangers","MacKenzie Gore's Cutter: 89.9 mph, 21.7% whiffs","Pitch quality score 38.0.",38,0.338,"pitch-lab.html",37.2,"cross_product_editorial_queue_v1",909,FALSE,2153
"pitch_identity_800048_SL","pitch_identity","Parker Messick","Cleveland Guardians","Parker Messick's Slider: 86.9 mph, 25.5% whiffs","Pitch quality score 38.0.",38,0.336,"pitch-lab.html",37.2,"cross_product_editorial_queue_v1",910,FALSE,2154
"pitch_identity_666277_FF","pitch_identity","George Soriano","St. Louis Cardinals","George Soriano's Four-Seam Fastball: 96.7 mph, 21.9% whiffs","Pitch quality score 37.0.",37,0.383,"pitch-lab.html",37.2,"cross_product_editorial_queue_v1",911,FALSE,2155
"pitch_identity_700241_ST","pitch_identity","Michael McGreevy","St. Louis Cardinals","Michael McGreevy's Sweeper: 81.3 mph, 27.8% whiffs","Pitch quality score 36.6.",36.6,0.401,"pitch-lab.html",37.2,"cross_product_editorial_queue_v1",912,FALSE,2156
"pitch_identity_669276_FF","pitch_identity","Dylan Lee","Atlanta Braves","Dylan Lee's Four-Seam Fastball: 93.3 mph, 14.1% whiffs","Pitch quality score 36.6.",36.6,0.398,"pitch-lab.html",37.2,"cross_product_editorial_queue_v1",913,FALSE,2157
"pitcher_form_641745","pitcher_form","Brad Keller","Philadelphia Phillies","Brad Keller is changing the contact-quality conversation","Recent OPS allowed 0.858; change +0.201.",40.3,0.231,"today.html",37.2,"cross_product_editorial_queue_v1",228,FALSE,2158
"run_prevention_657756","run_prevention","Connor Seabold","Toronto Blue Jays","Connor Seabold is suppressing offense at an elite rate","OPS allowed 0.760; race score 35.2.",35.2,0.465,"races.html",37.2,"cross_product_editorial_queue_v1",325,FALSE,2159
"hitter_form_671739","hitter_form","Michael Harris II","Atlanta Braves","Michael Harris II is changing the recent-performance baseline","Recent OPS 0.735; change -0.125.",38.7,0.296,"today.html",37.1,"cross_product_editorial_queue_v1",203,FALSE,2160
"pitch_identity_670329_FF","pitch_identity","Rico Garcia","Baltimore Orioles","Rico Garcia's Four-Seam Fastball: 95.3 mph, 17.4% whiffs","Pitch quality score 35.8.",35.8,0.433,"pitch-lab.html",37.1,"cross_product_editorial_queue_v1",914,FALSE,2161
"pitch_identity_608379_SI","pitch_identity","Michael Wacha","Kansas City Royals","Michael Wacha's Sinker: 93.0 mph, 14.6% whiffs","Pitch quality score 34.7.",34.7,0.481,"pitch-lab.html",37.1,"cross_product_editorial_queue_v1",915,FALSE,2162
"hitter_form_663837","hitter_form","Matt Vierling","Detroit Tigers","Matt Vierling is changing the recent-performance baseline","Recent OPS 0.452; change -0.174.",40.7,0.2,"today.html",37,"cross_product_editorial_queue_v1",204,FALSE,2163
"hitter_form_664040","hitter_form","Brandon Lowe","Pittsburgh Pirates","Brandon Lowe is changing the recent-performance baseline","Recent OPS 0.680; change -0.204.",37.7,0.338,"today.html",37,"cross_product_editorial_queue_v1",205,FALSE,2164
"offensive_race_666969","offensive_race","Adolis Garc<U+00ED>a","Philadelphia Phillies","Adolis Garc<U+00ED>a is building one of baseball's strongest offensive cases","OPS 0.599; race score 29.3.",29.3,0.721,"races.html",37,"cross_product_editorial_queue_v1",265,FALSE,2165
"pitch_identity_669022_SL","pitch_identity","MacKenzie Gore","Texas Rangers","MacKenzie Gore's Slider: 85.9 mph, 24.0% whiffs","Pitch quality score 37.0.",37,0.369,"pitch-lab.html",37,"cross_product_editorial_queue_v1",916,FALSE,2166
"pitch_identity_682608_FF","pitch_identity","Peyton Gray","Texas Rangers","Peyton Gray's Four-Seam Fastball: 92.4 mph, 15.9% whiffs","Pitch quality score 35.8.",35.8,0.424,"pitch-lab.html",37,"cross_product_editorial_queue_v1",917,FALSE,2167
"run_prevention_678020","run_prevention","Seth Halvorsen","Colorado Rockies","Seth Halvorsen is suppressing offense at an elite rate","OPS allowed 0.748; race score 35.6.",35.6,0.432,"races.html",37,"cross_product_editorial_queue_v1",326,FALSE,2168
"hitter_form_691594","hitter_form","Javier Sanoja","Miami Marlins","Javier Sanoja is changing the recent-performance baseline","Recent OPS 0.605; change -0.077.",39.7,0.242,"today.html",36.9,"cross_product_editorial_queue_v1",206,FALSE,2169
"hitter_form_680700","hitter_form","Richie Palacios","Tampa Bay Rays","Richie Palacios is changing the recent-performance baseline","Recent OPS 0.528; change -0.172.",38.7,0.286,"today.html",36.9,"cross_product_editorial_queue_v1",207,FALSE,2170
"hitter_form_665489","hitter_form","Vladimir Guerrero Jr.","Toronto Blue Jays","Vladimir Guerrero Jr. is changing the recent-performance baseline","Recent OPS 0.506; change -0.248.",38.3,0.306,"today.html",36.9,"cross_product_editorial_queue_v1",208,FALSE,2171
"pitch_identity_656464_FF","pitch_identity","Kevin Ginkel","Arizona Diamondbacks","Kevin Ginkel's Four-Seam Fastball: 95.0 mph, 15.8% whiffs","Pitch quality score 34.0.",34,0.5,"pitch-lab.html",36.9,"cross_product_editorial_queue_v1",918,FALSE,2172
"pitcher_form_628452","pitcher_form","Raisel Iglesias","Atlanta Braves","Raisel Iglesias is changing the contact-quality conversation","Recent OPS allowed 0.824; change +0.359.",40.9,0.187,"today.html",36.9,"cross_product_editorial_queue_v1",229,FALSE,2173
"pitcher_form_676879","pitcher_form","Aaron Ashby","Milwaukee Brewers","Aaron Ashby is changing the contact-quality conversation","Recent OPS allowed 0.897; change +0.308.",39.5,0.248,"today.html",36.9,"cross_product_editorial_queue_v1",230,FALSE,2174
"run_prevention_687075","run_prevention","Brandon Sproat","Milwaukee Brewers","Brandon Sproat is suppressing offense at an elite rate","OPS allowed 0.836; race score 29.1.",29.1,0.723,"races.html",36.9,"cross_product_editorial_queue_v1",327,FALSE,2175
"hitter_form_663538","hitter_form","Nico Hoerner","Chicago Cubs","Nico Hoerner is changing the recent-performance baseline","Recent OPS 0.442; change -0.250.",38.1,0.31,"today.html",36.8,"cross_product_editorial_queue_v1",209,FALSE,2176
"offensive_race_691788","offensive_race","Joe Mack","Miami Marlins","Joe Mack is building one of baseball's strongest offensive cases","OPS 0.629; race score 33.6.",33.6,0.515,"races.html",36.8,"cross_product_editorial_queue_v1",266,FALSE,2177
"pitch_identity_647336_SI","pitch_identity","Michael Soroka","Arizona Diamondbacks","Michael Soroka's Sinker: 93.3 mph, 7.0% whiffs","Pitch quality score 36.2.",36.2,0.396,"pitch-lab.html",36.8,"cross_product_editorial_queue_v1",919,FALSE,2178
"pitch_identity_669622_SI","pitch_identity","Anthony Bender","Miami Marlins","Anthony Bender's Sinker: 96.3 mph, 17.6% whiffs","Pitch quality score 35.3.",35.3,0.435,"pitch-lab.html",36.8,"cross_product_editorial_queue_v1",920,FALSE,2179
"pitch_identity_543243_SI","pitch_identity","Sonny Gray","Boston Red Sox","Sonny Gray's Sinker: 92.4 mph, 11.8% whiffs","Pitch quality score 35.1.",35.1,0.444,"pitch-lab.html",36.8,"cross_product_editorial_queue_v1",921,FALSE,2180
"pitch_identity_669372_FC","pitch_identity","J.T. Ginn","Athletics","J.T. Ginn's Cutter: 91.0 mph, 20.2% whiffs","Pitch quality score 33.7.",33.7,0.509,"pitch-lab.html",36.8,"cross_product_editorial_queue_v1",922,FALSE,2181
"hitter_form_687263","hitter_form","Zach Neto","Los Angeles Angels","Zach Neto is changing the recent-performance baseline","Recent OPS 0.666; change -0.098.",38.1,0.301,"today.html",36.7,"cross_product_editorial_queue_v1",210,FALSE,2182
"pitch_identity_687064_FS","pitch_identity","Brandon Young","Baltimore Orioles","Brandon Young's Splitter: 85.4 mph, 16.3% whiffs","Pitch quality score 34.4.",34.4,0.472,"pitch-lab.html",36.7,"cross_product_editorial_queue_v1",923,FALSE,2183
"pitch_identity_680573_SL","pitch_identity","Simeon Woods Richardson","Toronto Blue Jays","Simeon Woods Richardson's Slider: 86.2 mph, 18.5% whiffs","Pitch quality score 33.4.",33.4,0.518,"pitch-lab.html",36.7,"cross_product_editorial_queue_v1",924,FALSE,2184
"pitch_identity_687570_FF","pitch_identity","Connor Prielipp","Minnesota Twins","Connor Prielipp's Four-Seam Fastball: 95.3 mph, 10.9% whiffs","Pitch quality score 32.2.",32.2,0.574,"pitch-lab.html",36.7,"cross_product_editorial_queue_v1",925,FALSE,2185
"pitch_identity_571945_FF","pitch_identity","Miles Mikolas","Washington Nationals","Miles Mikolas's Four-Seam Fastball: 93.3 mph, 16.1% whiffs","Pitch quality score 32.1.",32.1,0.578,"pitch-lab.html",36.7,"cross_product_editorial_queue_v1",926,FALSE,2186
