"runner_id","runner_name","opportunity_type","opportunities","attempts","successes","observed_rate","observed_success_rate","league_rate","league_success_rate","shrunk_rate","shrunk_success_rate","reliability","profile_status"
"500743","Miguel Rojas","second_to_third_on_out",15,15,4,0.266666666666667,0.266666666666667,0.47702727439136,0.47702727439136,0.413919092073952,0.381408816334681,0.3,"league-shrunk"
"500743","Miguel Rojas","single_first_to_third",11,11,4,0.363636363636364,0.363636363636364,0.348118279569892,0.348118279569892,0.351829125759701,0.354004449388209,0.239130434782609,"league-shrunk"
"500743","Miguel Rojas","single_second_scores",7,7,6,0.857142857142857,0.857142857142857,0.615318168730204,0.615318168730204,0.655622283465646,0.683029081485747,0.166666666666667,"league-shrunk"
"500743","Miguel Rojas","steal_second",49,1,0,0.0204081632653061,0,0.0658241825654868,0.880242311276794,0.0393315046403814,0.833913768578015,0.583333333333333,"player signal"
"500743","Miguel Rojas","steal_third",33,0,0,0,,0.0134683705392651,0.854330708661417,0.00693224954226879,0.854330708661417,0.485294117647059,"player signal"
"502054","Tommy Pham","double_first_scores",1,1,1,1,1,0.411671924290221,0.411671924290221,0.428014370837715,0.442636559853893,0.0277777777777778,"league-shrunk"
"502671","Paul Goldschmidt","double_first_scores",2,2,0,0,0,0.411671924290221,0.411671924290221,0.389419387842101,0.370504731861199,0.0540540540540541,"league-shrunk"
"502671","Paul Goldschmidt","first_to_second_on_out",13,13,2,0.153846153846154,0.153846153846154,0.249195916655013,0.249195916655013,0.223372022560947,0.209210532251298,0.270833333333333,"league-shrunk"
"502671","Paul Goldschmidt","ground_ball_double_play",19,19,3,0.157894736842105,0.157894736842105,0.205969432663839,0.205969432663839,0.189054261911748,0.181282426701327,0.351851851851852,"league-shrunk"
"502671","Paul Goldschmidt","sac_fly_scores",2,2,1,0.5,0.5,0.598560575769692,0.598560575769692,0.593232977079439,0.588704518192723,0.0540540540540541,"league-shrunk"
"502671","Paul Goldschmidt","second_to_third_on_out",9,9,3,0.333333333333333,0.333333333333333,0.47702727439136,0.47702727439136,0.447635331902218,0.429129294038684,0.204545454545455,"league-shrunk"
"502671","Paul Goldschmidt","single_first_to_third",16,16,3,0.1875,0.1875,0.348118279569892,0.348118279569892,0.297728231077377,0.27253320683112,0.313725490196078,"league-shrunk"
"502671","Paul Goldschmidt","single_second_scores",8,8,4,0.5,0.5,0.615318168730204,0.615318168730204,0.593863625710631,0.579835655274757,0.186046511627907,"league-shrunk"
"502671","Paul Goldschmidt","steal_second",67,0,0,0,,0.0658241825654868,0.880242311276794,0.0225867293116866,0.880242311276794,0.656862745098039,"player signal"
"502671","Paul Goldschmidt","steal_third",40,1,1,0.025,1,0.0134683705392651,0.854330708661417,0.0196185729183237,0.861997513468711,0.533333333333333,"player signal"
"506702","Sandy León","first_to_second_on_out",1,1,0,0,0,0.249195916655013,0.249195916655013,0.242273807859041,0.236080342094223,0.0277777777777778,"league-shrunk"
"506702","Sandy León","ground_ball_double_play",1,1,0,0,0,0.205969432663839,0.205969432663839,0.200248059534288,0.195128936207848,0.0277777777777778,"league-shrunk"
"506702","Sandy León","single_first_to_third",1,1,0,0,0,0.348118279569892,0.348118279569892,0.338448327359618,0.329796264855688,0.0277777777777778,"league-shrunk"
"506702","Sandy León","steal_second",4,0,0,0,,0.0658241825654868,0.880242311276794,0.059072984353642,0.880242311276794,0.102564102564103,"league-shrunk"
"506702","Sandy León","steal_third",2,0,0,0,,0.0134683705392651,0.854330708661417,0.0127403505101156,0.854330708661417,0.0540540540540541,"league-shrunk"
"514888","Jose Altuve","double_first_scores",6,6,3,0.5,0.5,0.411671924290221,0.411671924290221,0.424597984150189,0.433753943217666,0.146341463414634,"league-shrunk"
"514888","Jose Altuve","first_to_second_on_out",9,9,0,0,0,0.249195916655013,0.249195916655013,0.198224024611942,0.166130611103342,0.204545454545455,"league-shrunk"
"514888","Jose Altuve","ground_ball_double_play",25,25,8,0.32,0.32,0.205969432663839,0.205969432663839,0.253482169053906,0.272266274138351,0.416666666666667,"player signal"
"514888","Jose Altuve","sac_fly_scores",8,8,4,0.5,0.5,0.598560575769692,0.598560575769692,0.580223724463703,0.568234244763633,0.186046511627907,"league-shrunk"
"514888","Jose Altuve","second_to_third_on_out",14,14,2,0.142857142857143,0.142857142857143,0.47702727439136,0.47702727439136,0.381550093953012,0.33082784184514,0.285714285714286,"league-shrunk"
"514888","Jose Altuve","single_first_to_third",21,21,9,0.428571428571429,0.428571428571429,0.348118279569892,0.348118279569892,0.378288210445469,0.391439205955335,0.375,"league-shrunk"
"514888","Jose Altuve","single_second_scores",10,10,6,0.6,0.6,0.615318168730204,0.615318168730204,0.611914131234603,0.609847394183703,0.222222222222222,"league-shrunk"
"514888","Jose Altuve","steal_second",84,1,1,0.0119047619047619,1,0.0658241825654868,0.880242311276794,0.0277634150402692,0.886545347525384,0.705882352941177,"player signal"
"514888","Jose Altuve","steal_third",47,0,0,0,,0.0134683705392651,0.854330708661417,0.00574869474236924,0.854330708661417,0.573170731707317,"player signal"
"516782","Starling Marte","double_first_scores",1,1,0,0,0,0.411671924290221,0.411671924290221,0.400236593059937,0.390004980906525,0.0277777777777778,"league-shrunk"
"516782","Starling Marte","first_to_second_on_out",7,7,1,0.142857142857143,0.142857142857143,0.249195916655013,0.249195916655013,0.231472787688702,0.21942105999161,0.166666666666667,"league-shrunk"
"516782","Starling Marte","ground_ball_double_play",11,11,2,0.181818181818182,0.181818181818182,0.205969432663839,0.205969432663839,0.200194133548573,0.196808613377555,0.239130434782609,"league-shrunk"
"516782","Starling Marte","sac_fly_scores",1,1,1,1,1,0.598560575769692,0.598560575769692,0.609711670887201,0.619688966518656,0.0277777777777778,"league-shrunk"
"516782","Starling Marte","second_to_third_on_out",8,8,4,0.5,0.5,0.47702727439136,0.47702727439136,0.481301269853433,0.484095805347865,0.186046511627907,"league-shrunk"
"516782","Starling Marte","single_first_to_third",8,8,3,0.375,0.375,0.348118279569892,0.348118279569892,0.353119529882471,0.356389578163772,0.186046511627907,"league-shrunk"
"516782","Starling Marte","single_second_scores",4,4,2,0.5,0.5,0.615318168730204,0.615318168730204,0.603490664245055,0.594351228961076,0.102564102564103,"league-shrunk"
"516782","Starling Marte","steal_second",44,0,0,0,,0.0658241825654868,0.880242311276794,0.0291626125290131,0.880242311276794,0.556962025316456,"player signal"
"516782","Starling Marte","steal_third",18,1,1,0.0555555555555556,1,0.0134683705392651,0.854330708661417,0.0277621314881939,0.861997513468711,0.339622641509434,"league-shrunk"
"518595","Travis d'Arnaud","double_first_scores",2,2,0,0,0,0.411671924290221,0.411671924290221,0.389419387842101,0.370504731861199,0.0540540540540541,"league-shrunk"
"518595","Travis d'Arnaud","first_to_second_on_out",1,1,0,0,0,0.249195916655013,0.249195916655013,0.242273807859041,0.236080342094223,0.0277777777777778,"league-shrunk"
"518595","Travis d'Arnaud","ground_ball_double_play",4,4,2,0.5,0.5,0.205969432663839,0.205969432663839,0.236126413929087,0.259429535815869,0.102564102564103,"league-shrunk"
"518595","Travis d'Arnaud","sac_fly_scores",1,1,1,1,1,0.598560575769692,0.598560575769692,0.609711670887201,0.619688966518656,0.0277777777777778,"league-shrunk"
"518595","Travis d'Arnaud","single_first_to_third",2,2,0,0,0,0.348118279569892,0.348118279569892,0.329301075268817,0.313306451612903,0.0540540540540541,"league-shrunk"
"518595","Travis d'Arnaud","single_second_scores",1,1,0,0,0,0.615318168730204,0.615318168730204,0.598225997376588,0.58293300195493,0.0277777777777778,"league-shrunk"
"518595","Travis d'Arnaud","steal_second",9,0,0,0,,0.0658241825654868,0.880242311276794,0.0523601452225463,0.880242311276794,0.204545454545455,"league-shrunk"
"518595","Travis d'Arnaud","steal_third",5,0,0,0,,0.0134683705392651,0.854330708661417,0.0117848242218569,0.854330708661417,0.125,"league-shrunk"
"518692","Freddie Freeman","double_first_scores",5,5,0,0,0,0.411671924290221,0.411671924290221,0.360212933753943,0.32217802770539,0.125,"league-shrunk"
"518692","Freddie Freeman","first_to_second_on_out",42,42,7,0.166666666666667,0.166666666666667,0.249195916655013,0.249195916655013,0.204179962115915,0.191425441663171,0.545454545454545,"player signal"
